"자치구코드","자치구명","법정동코드","법정동명"
"11560",영등포구,"10600",영등포동5가
"11560",영등포구,"10700",영등포동6가
"11560",영등포구,"10800",영등포동7가
"11560",영등포구,"10900",영등포동8가
"11560",영등포구,"11000",여의도동
"11560",영등포구,"11100",당산동1가
"11560",영등포구,"11200",당산동2가
"11560",영등포구,"11300",당산동3가
"11560",영등포구,"11400",당산동4가
"11560",영등포구,"11500",당산동5가
"11560",영등포구,"11600",당산동6가
"11560",영등포구,"11700",당산동
"11560",영등포구,"11800",도림동
"11560",영등포구,"11900",문래동1가
"11560",영등포구,"12000",문래동2가
"11560",영등포구,"12100",문래동3가
"11560",영등포구,"12200",문래동4가
"11560",영등포구,"12300",문래동5가
"11560",영등포구,"12400",문래동6가
"11560",영등포구,"12500",양평동1가
"11560",영등포구,"12600",양평동2가
"11560",영등포구,"12700",양평동3가
"11560",영등포구,"12800",양평동4가
"11560",영등포구,"12900",양평동5가
"11560",영등포구,"13000",양평동6가
"11560",영등포구,"13100",양화동
"11560",영등포구,"13200",신길동
"11560",영등포구,"13300",대림동
"11560",영등포구,"13400",양평동
"11590",동작구,"10100",노량진동
"11590",동작구,"10200",상도동
"11590",동작구,"10300",상도1동
"11590",동작구,"10400",본동
"11590",동작구,"10500",흑석동
"11590",동작구,"10600",동작동
"11590",동작구,"10700",사당동
"11590",동작구,"10800",대방동
"11590",동작구,"10900",신대방동
"11620",관악구,"10100",봉천동
"11620",관악구,"10200",신림동
"11620",관악구,"10300",남현동
"11650",서초구,"10100",방배동
"11650",서초구,"10200",양재동
"11650",서초구,"10300",우면동
"11650",서초구,"10400",원지동
"11650",서초구,"10600",잠원동
"11650",서초구,"10700",반포동
"11650",서초구,"10800",서초동
"11650",서초구,"10900",내곡동
"11650",서초구,"11000",염곡동
"11650",서초구,"11100",신원동
"11680",강남구,"10100",역삼동
"11680",강남구,"10300",개포동
"11680",강남구,"10400",청담동
"11680",강남구,"10500",삼성동
"11680",강남구,"10600",대치동
"11680",강남구,"10700",신사동
"11680",강남구,"10800",논현동
"11680",강남구,"11000",압구정동
"11680",강남구,"11100",세곡동
"11680",강남구,"11200",자곡동
"11680",강남구,"11300",율현동
"11680",강남구,"11400",일원동
"11680",강남구,"11500",수서동
"11680",강남구,"11800",도곡동
"11710",송파구,"10100",잠실동
"11710",송파구,"10200",신천동
"11710",송파구,"10300",풍납동
"11710",송파구,"10400",송파동
"11710",송파구,"10500",석촌동
"11710",송파구,"10600",삼전동
"11710",송파구,"10700",가락동
"11710",송파구,"10800",문정동
"11710",송파구,"10900",장지동
"11710",송파구,"11100",방이동
"11710",송파구,"11200",오금동
"11710",송파구,"11300",거여동
"11710",송파구,"11400",마천동
"11740",강동구,"10100",명일동
"11740",강동구,"10200",고덕동
"11740",강동구,"10300",상일동
"11740",강동구,"10500",길동
"11740",강동구,"10600",둔촌동
"11740",강동구,"10700",암사동
"11740",강동구,"10800",성내동
"11740",강동구,"10900",천호동
"11740",강동구,"11000",강일동
